G301_G299_A	 STF
G508	 STR
G79_G578_A	 STF
G502	 STR
G493	 STR
G579	 STF
G512	 STR
G561_G582_A	 STF
G553_G549_A	 STR
G48_G300_C	 STF
G481_G478_A	 STF
G364	 STF
G74_G583_B	 STR
G76_G98_A	 STR
G179	 STR
G348_G349_B	 STF
G80_G579_A	 STF
G76_G585_B	 STR
G80_G584_A	 STR
G78_G582_B	 STR
G47_G300_D	 STF
G505	 STF
G203_G225_B	 STF
G80_G561_B	 STR
G77_G581_B	 STF
G77_G586_B	 STF
G76_G580_B	 STR
G449	 STF
G584	 STR
G524_G456_B	 STF
G82_G581_A	 STF
========================================================================


G105_G295_B	 STF
G90_G654_A	 STF
G493	 STR
G76_G98_A	 STR
G349	 STF
G82_G581_A	 STF
G80_G584_A	 STR
G561_G582_A	 STF
G81_G585_A	 STR
G72	 STR
G645_G646_B	 STR
G80_G561_B	 STR
G48_G300_C	 STF
G456_G646_A	 STR
G645_G627_B	 STR
G645_G633_B	 STR
G511_G512_B	 STR
G84_G603_B	 STR
G512	 STR
G77_G581_B	 STF
G80_G579_A	 STR
G502	 STR
G491	 STF
G44_G293_A	 STR
G524_G456_B	 STF
G351	 STF
G503	 STF
G79_G578_A	 STF
G549	 STR
G72_G496_A	 STR
G75_G579_B	 STR
G103_G288_B	 STR
G524_G604_B	 STF
G511_G508_B	 STF
G508	 STR
G585	 STR
G481_G478_A	 STF
G76_G580_B	 STR
G59_G350_A	 STR
G581	 STR
G85_G602_A	 STF
G49_G300_B	 STF
G76_G585_B	 STR
G414_G345_A	 STF
G614	 STF
G347	 STF
G75_G584_B	 STF
G47_G300_D	 STF
G179	 STR
G645_G624_B	 STR
G74_G583_B	 STR
G511_G505_B	 STR
G72_G519_A	 STR
G553_G549_A	 STR
G505	 STF
G102_G292_B	 STF
G579	 STF
G62_G349_A	 STR
G73_G520_A	 STR
G334	 STR
G348_G349_B	 STF
G646	 STR
G449	 STF
G70_G474_B	 STR
G78_G582_B	 STR
G102_G287_B	 STR
G46_G285_A	 STR
G203_G225_B	 STF
G301_G334_A	 STR
G354	 STR
G497	 STR
G77_G586_B	 STF
G584	 STR
========================================================================


G73_G520_A	 STR
G524_G604_B	 STF
G46_G285_A	 STR
G614	 STR
G102_G292_B	 STF
G78_G582_B	 STR
G203_G225_B	 STF
G354	 STR
G645_G624_B	 STR
G348_G349_B	 STF
G90_G654_A	 STF
G47_G300_D	 STF
G503	 STF
G70_G474_B	 STR
G524_G456_B	 STF
G349	 STF
G179	 STR
G491	 STF
G80_G584_A	 STR
G414_G345_A	 STF
G77_G586_B	 STR
G502	 STR
G456_G646_A	 STF
G44_G293_A	 STR
G511_G508_B	 STR
G645_G646_B	 STR
G579	 STF
G449	 STR
G334	 STR
G74_G583_B	 STF
G49_G300_B	 STF
G103_G288_B	 STR
G85_G602_A	 STF
G80_G579_A	 STR
G512	 STR
G75_G579_B	 STR
G48_G300_C	 STF
G505	 STF
G585	 STR
G493	 STR
G84_G603_B	 STR
G347	 STF
G497	 STR
G511_G505_B	 STR
G553_G549_A	 STR
G62_G349_A	 STF
G351	 STF
G481_G478_A	 STF
G511_G512_B	 STR
G80_G561_B	 STR
G81_G585_A	 STR
G581	 STR
G77_G581_B	 STF
G79_G578_A	 STF
G645_G627_B	 STR
G82_G581_A	 STF
G645_G633_B	 STR
G646	 STR
G72_G496_A	 STR
G102_G287_B	 STR
G561_G582_A	 STF
G75_G584_B	 STR
G76_G580_B	 STR
G76_G585_B	 STF
G59_G350_A	 STR
G76_G98_A	 STR
G301_G334_A	 STR
G549	 STR
G584	 STR
G508	 STR
G72_G519_A	 STR
G72	 STR
========================================================================


G497	 STR
G491	 STF
G581	 STF
G59_G350_A	 STR
G76_G580_B	 STR
G103_G288_B	 STR
G645_G624_B	 STR
G102_G287_B	 STR
G348_G349_B	 STF
G502	 STR
G481_G478_A	 STF
G561_G582_A	 STF
G524_G604_B	 STF
G80_G579_A	 STF
G505	 STF
G584	 STR
G75_G584_B	 STR
G301_G334_A	 STR
G585	 STR
G456_G646_A	 STF
G493	 STR
G203_G225_B	 STF
G48_G300_C	 STF
G84_G603_B	 STR
G79_G578_A	 STF
G72	 STR
G414_G345_A	 STF
G351	 STF
G70_G474_B	 STR
G74_G583_B	 STR
G579	 STF
G511_G512_B	 STR
G77_G581_B	 STR
G44_G293_A	 STF
G72_G496_A	 STR
G347	 STF
G511_G505_B	 STF
G614	 STR
G49_G300_B	 STF
G76_G98_A	 STR
G511_G508_B	 STF
G81_G585_A	 STR
G82_G581_A	 STF
G349	 STF
G80_G561_B	 STR
G77_G586_B	 STF
G645_G627_B	 STR
G645_G646_B	 STR
G80_G584_A	 STR
G75_G579_B	 STR
G553_G549_A	 STR
G549	 STR
G76_G585_B	 STF
G508	 STR
G449	 STF
G524_G456_B	 STF
G46_G285_A	 STR
G78_G582_B	 STR
G72_G519_A	 STR
G47_G300_D	 STF
G90_G654_A	 STF
G179	 STR
G62_G349_A	 STR
G512	 STR
G102_G292_B	 STF
G334	 STR
G646	 STR
G503	 STF
G85_G602_A	 STR
G645_G633_B	 STR
========================================================================


G103_G288_B	 STR
G351	 STF
G102_G292_B	 STF
G414_G345_A	 STF
G70_G474_B	 STR
G481_G478_A	 STF
G584	 STR
G549	 STR
G79_G578_A	 STF
G84_G603_B	 STR
G76_G580_B	 STR
G645_G633_B	 STR
G503	 STF
G553_G549_A	 STR
G77_G586_B	 STR
G72_G519_A	 STR
G646	 STR
G585	 STR
G44_G293_A	 STR
G90_G654_A	 STF
G76_G98_A	 STR
G80_G561_B	 STR
G77_G581_B	 STR
G76_G585_B	 STF
G75_G579_B	 STR
G491	 STF
G508	 STF
G74_G583_B	 STR
G46_G285_A	 STR
G59_G350_A	 STR
G456_G646_A	 STR
G80_G584_A	 STR
G524_G604_B	 STF
G203_G225_B	 STF
G80_G579_A	 STR
G614	 STF
G72	 STR
G581	 STF
G579	 STF
G179	 STR
G75_G584_B	 STR
G82_G581_A	 STF
G102_G287_B	 STR
G561_G582_A	 STF
G62_G349_A	 STR
G511_G508_B	 STF
G347	 STF
G645_G627_B	 STR
G78_G582_B	 STR
G81_G585_A	 STR
G645_G646_B	 STR
G72_G496_A	 STR
G349	 STF
G505	 STF
G449	 STR
G85_G602_A	 STF
G524_G456_B	 STF
G645_G624_B	 STR
G348_G349_B	 STF
G511_G505_B	 STF
========================================================================


G584	 STR
G351	 STF
G81_G585_A	 STR
G511_G505_B	 STF
G553_G549_A	 STR
G645_G633_B	 STR
G82_G581_A	 STF
G646	 STR
G203_G225_B	 STF
G59_G350_A	 STR
G579	 STF
G511_G508_B	 STF
G503	 STF
G349	 STF
G456_G646_A	 STR
G524_G456_B	 STF
G76_G98_A	 STR
G72_G519_A	 STR
G347	 STF
G78_G582_B	 STR
G84_G603_B	 STR
G102_G292_B	 STF
G508	 STF
G645_G627_B	 STR
G549	 STR
G77_G581_B	 STR
G46_G285_A	 STR
G505	 STF
G581	 STF
G70_G474_B	 STR
G524_G604_B	 STF
G72_G496_A	 STR
G76_G585_B	 STF
G414_G345_A	 STF
G79_G578_A	 STF
G62_G349_A	 STR
G645_G646_B	 STR
G75_G579_B	 STR
G585	 STR
G72	 STR
G76_G580_B	 STR
G74_G583_B	 STR
G80_G584_A	 STR
G348_G349_B	 STF
G102_G287_B	 STR
G491	 STF
G85_G602_A	 STR
G77_G586_B	 STF
G449	 STF
G481_G478_A	 STF
G614	 STF
G80_G561_B	 STR
G44_G293_A	 STR
G645_G624_B	 STR
G179	 STR
G75_G584_B	 STF
G561_G582_A	 STF
G90_G654_A	 STF
G80_G579_A	 STF
========================================================================


G585	 STR
G102_G292_B	 STF
G348_G349_B	 STF
G524_G604_B	 STF
G70_G474_B	 STR
G508	 STF
G351	 STF
G581	 STF
G414_G345_A	 STF
G44_G293_A	 STF
G505	 STF
G511_G508_B	 STF
G76_G98_A	 STR
G645_G633_B	 STR
G481_G478_A	 STF
G511_G505_B	 STF
G524_G456_B	 STF
G77_G581_B	 STR
G553_G549_A	 STR
G85_G602_A	 STF
G645_G624_B	 STR
G84_G603_B	 STR
G46_G285_A	 STR
G561_G582_A	 STF
G614	 STF
G75_G579_B	 STR
G645_G627_B	 STR
G579	 STF
G81_G585_A	 STR
G102_G287_B	 STR
G646	 STR
G549	 STR
G59_G350_A	 STR
G82_G581_A	 STF
G74_G583_B	 STR
G79_G578_A	 STF
G72_G519_A	 STR
G491	 STF
G349	 STF
G80_G561_B	 STR
G77_G586_B	 STF
G76_G585_B	 STF
G75_G584_B	 STR
G645_G646_B	 STR
G90_G654_A	 STF
G62_G349_A	 STF
G347	 STF
G76_G580_B	 STR
G456_G646_A	 STF
G179	 STR
G80_G579_A	 STR
G503	 STF
G203_G225_B	 STF
G78_G582_B	 STR
G449	 STF
========================================================================


G553_G549_A	 STR
G348_G349_B	 STF
G414_G345_A	 STF
G74_G583_B	 STR
G549	 STR
G645_G633_B	 STR
G78_G582_B	 STR
G491	 STF
G75_G579_B	 STR
G508	 STF
G203_G225_B	 STF
G449	 STR
G481_G478_A	 STF
G102_G287_B	 STR
G503	 STF
G351	 STF
G79_G578_A	 STF
G524_G456_B	 STF
G645_G624_B	 STR
G76_G585_B	 STF
G59_G350_A	 STR
G77_G581_B	 STR
G76_G98_A	 STR
G46_G285_A	 STR
G645_G627_B	 STR
G44_G293_A	 STR
G645_G646_B	 STR
G614	 STR
G62_G349_A	 STF
G76_G580_B	 STR
G72_G519_A	 STR
G80_G579_A	 STR
G77_G586_B	 STF
G84_G603_B	 STR
G579	 STF
G581	 STF
G90_G654_A	 STF
G102_G292_B	 STF
G80_G561_B	 STR
G347	 STF
G70_G474_B	 STR
G505	 STF
G646	 STR
G456_G646_A	 STF
G524_G604_B	 STF
G511_G508_B	 STF
G85_G602_A	 STF
G75_G584_B	 STF
G561_G582_A	 STF
G349	 STF
G179	 STR
G82_G581_A	 STF
G511_G505_B	 STF
========================================================================


G581	 STF
G85_G602_A	 STR
G511_G508_B	 STF
G79_G578_A	 STF
G72_G519_A	 STR
G449	 STR
G351	 STF
G349	 STF
G76_G585_B	 STR
G77_G581_B	 STR
G80_G561_B	 STR
G179	 STR
G80_G579_A	 STR
G75_G579_B	 STR
G645_G627_B	 STR
G524_G604_B	 STF
G561_G582_A	 STF
G59_G350_A	 STR
G645_G633_B	 STR
G456_G646_A	 STF
G84_G603_B	 STR
G524_G456_B	 STF
G76_G98_A	 STR
G505	 STF
G646	 STR
G491	 STF
G102_G292_B	 STF
G77_G586_B	 STR
G78_G582_B	 STR
G90_G654_A	 STF
G579	 STF
G76_G580_B	 STR
G503	 STF
G348_G349_B	 STF
G82_G581_A	 STF
G645_G624_B	 STR
G75_G584_B	 STF
G508	 STF
G511_G505_B	 STF
G44_G293_A	 STR
G203_G225_B	 STF
G614	 STF
G414_G345_A	 STF
G74_G583_B	 STR
G102_G287_B	 STR
G645_G646_B	 STR
G347	 STF
G62_G349_A	 STR
========================================================================


G72_G519_A	 STR
G75_G579_B	 STR
G645_G646_B	 STR
G90_G654_A	 STF
G503	 STF
G511_G505_B	 STF
G561_G582_A	 STF
G511_G508_B	 STF
G508	 STF
G351	 STF
G579	 STF
G645_G633_B	 STR
G524_G456_B	 STF
G203_G225_B	 STF
G449	 STF
G505	 STF
G614	 STR
G645_G624_B	 STR
G347	 STF
G80_G561_B	 STR
G645_G627_B	 STR
G78_G582_B	 STR
G102_G287_B	 STR
G76_G580_B	 STR
G85_G602_A	 STF
G84_G603_B	 STR
G59_G350_A	 STR
G491	 STF
G102_G292_B	 STF
G646	 STR
G76_G585_B	 STR
G348_G349_B	 STF
G77_G586_B	 STR
G62_G349_A	 STR
G179	 STR
G79_G578_A	 STF
G414_G345_A	 STF
G456_G646_A	 STR
G74_G583_B	 STR
G80_G579_A	 STR
G44_G293_A	 STR
G76_G98_A	 STR
G349	 STF
G82_G581_A	 STF
G75_G584_B	 STR
========================================================================


G349	 STF
G102_G287_B	 STR
G76_G98_A	 STR
G347	 STF
G78_G582_B	 STR
G645_G646_B	 STR
G348_G349_B	 STF
G85_G602_A	 STF
G646	 STR
G79_G578_A	 STF
G561_G582_A	 STF
G102_G292_B	 STF
G503	 STF
G524_G456_B	 STF
G579	 STF
G76_G580_B	 STR
G491	 STF
G75_G579_B	 STR
G645_G627_B	 STR
G75_G584_B	 STR
G414_G345_A	 STF
G74_G583_B	 STR
G645_G624_B	 STR
G508	 STF
G505	 STF
G80_G579_A	 STR
G645_G633_B	 STR
G511_G505_B	 STF
G77_G586_B	 STR
G449	 STR
G62_G349_A	 STR
G59_G350_A	 STR
G82_G581_A	 STF
G179	 STR
G84_G603_B	 STR
G80_G561_B	 STR
G90_G654_A	 STF
G76_G585_B	 STR
G456_G646_A	 STR
G511_G508_B	 STF
G351	 STF
G614	 STR
G44_G293_A	 STF
========================================================================


G90_G654_A	 STF
G102_G287_B	 STR
G456_G646_A	 STR
G79_G578_A	 STF
G646	 STR
G645_G633_B	 STR
G75_G579_B	 STR
G82_G581_A	 STF
G102_G292_B	 STF
G449	 STR
G80_G561_B	 STR
G645_G627_B	 STR
G561_G582_A	 STF
G74_G583_B	 STR
G44_G293_A	 STF
G59_G350_A	 STR
G179	 STR
G80_G579_A	 STR
G76_G580_B	 STR
G524_G456_B	 STF
G76_G585_B	 STR
G84_G603_B	 STR
G645_G646_B	 STR
G85_G602_A	 STR
G78_G582_B	 STR
G579	 STF
G414_G345_A	 STF
G614	 STF
G76_G98_A	 STR
G645_G624_B	 STR
G62_G349_A	 STR
G77_G586_B	 STF
G75_G584_B	 STR
G351	 STF
G347	 STF
========================================================================


G80_G561_B	 STR
G645_G646_B	 STR
G78_G582_B	 STR
G76_G580_B	 STR
G76_G98_A	 STR
G76_G585_B	 STR
G179	 STR
G646	 STR
G75_G584_B	 STR
G82_G581_A	 STF
G645_G624_B	 STR
G102_G292_B	 STF
G74_G583_B	 STR
G75_G579_B	 STR
G77_G586_B	 STR
G645_G627_B	 STR
G561_G582_A	 STF
G524_G456_B	 STF
G84_G603_B	 STR
G80_G579_A	 STR
G414_G345_A	 STF
G347	 STF
G85_G602_A	 STR
G614	 STF
G59_G350_A	 STR
G44_G293_A	 STR
G579	 STF
G79_G578_A	 STF
G449	 STR
G62_G349_A	 STR
G456_G646_A	 STF
========================================================================


G645_G627_B	 STR
G347	 STF
G75_G579_B	 STR
G414_G345_A	 STF
G74_G583_B	 STR
G85_G602_A	 STF
G645_G624_B	 STR
G456_G646_A	 STR
G645_G646_B	 STR
G62_G349_A	 STF
G76_G585_B	 STR
G76_G98_A	 STR
G76_G580_B	 STR
G179	 STR
G75_G584_B	 STR
G78_G582_B	 STR
G59_G350_A	 STR
G561_G582_A	 STF
G449	 STR
G84_G603_B	 STR
G77_G586_B	 STF
G79_G578_A	 STF
G646	 STR
G614	 STR
G80_G579_A	 STF
G82_G581_A	 STF
G44_G293_A	 STR
========================================================================


G85_G602_A	 STF
G347	 STF
G84_G603_B	 STR
G74_G583_B	 STR
G179	 STR
G78_G582_B	 STR
G80_G579_A	 STF
G79_G578_A	 STF
G76_G98_A	 STR
G614	 STR
G44_G293_A	 STR
G59_G350_A	 STR
G62_G349_A	 STF
G414_G345_A	 STF
G561_G582_A	 STF
G76_G580_B	 STR
G75_G579_B	 STR
G82_G581_A	 STF
G456_G646_A	 STR
G449	 STF
G77_G586_B	 STR
G75_G584_B	 STR
G76_G585_B	 STR
========================================================================


G75_G584_B	 STR
G59_G350_A	 STR
G74_G583_B	 STR
G79_G578_A	 STF
G76_G580_B	 STR
G76_G98_A	 STR
G80_G579_A	 STF
G84_G603_B	 STR
G76_G585_B	 STR
G44_G293_A	 STF
G179	 STR
G77_G586_B	 STR
G75_G579_B	 STR
G347	 STF
G414_G345_A	 STF
G449	 STR
G614	 STR
G561_G582_A	 STF
G456_G646_A	 STR
G62_G349_A	 STF
G82_G581_A	 STF
G78_G582_B	 STR
========================================================================


G347	 STF
G76_G580_B	 STR
G82_G581_A	 STF
G77_G586_B	 STR
G74_G583_B	 STR
G414_G345_A	 STF
G75_G579_B	 STR
G78_G582_B	 STR
G76_G98_A	 STR
G449	 STR
G80_G579_A	 STF
G44_G293_A	 STF
G84_G603_B	 STR
G179	 STR
G76_G585_B	 STR
G59_G350_A	 STR
G62_G349_A	 STR
G456_G646_A	 STR
G79_G578_A	 STF
G614	 STR
G561_G582_A	 STF
========================================================================


G80_G579_A	 STF
G62_G349_A	 STR
G75_G579_B	 STR
G82_G581_A	 STF
G74_G583_B	 STR
G76_G98_A	 STR
G77_G586_B	 STR
G456_G646_A	 STR
G78_G582_B	 STR
G561_G582_A	 STF
G76_G585_B	 STR
G414_G345_A	 STF
G79_G578_A	 STF
G76_G580_B	 STR
G44_G293_A	 STF
G179	 STR
G59_G350_A	 STR
========================================================================


G561_G582_A	 STF
G179	 STR
G78_G582_B	 STR
G82_G581_A	 STF
G74_G583_B	 STR
G59_G350_A	 STR
G75_G579_B	 STR
G76_G580_B	 STR
G76_G585_B	 STR
G77_G586_B	 STF
G414_G345_A	 STF
G44_G293_A	 STR
G62_G349_A	 STR
G76_G98_A	 STR
G456_G646_A	 STR
G79_G578_A	 STF
========================================================================


G74_G583_B	 STR
G75_G579_B	 STR
G76_G98_A	 STR
G77_G586_B	 STF
G179	 STR
G44_G293_A	 STF
G76_G580_B	 STR
G414_G345_A	 STF
G456_G646_A	 STR
G79_G578_A	 STF
G82_G581_A	 STF
G62_G349_A	 STR
G76_G585_B	 STR
G78_G582_B	 STR
G59_G350_A	 STR
========================================================================


G82_G581_A	 STF
G59_G350_A	 STR
G76_G98_A	 STR
G76_G585_B	 STR
G62_G349_A	 STF
G78_G582_B	 STR
G414_G345_A	 STF
G75_G579_B	 STR
G44_G293_A	 STF
G76_G580_B	 STR
G77_G586_B	 STF
G456_G646_A	 STR
G179	 STR
========================================================================


G59_G350_A	 STR
G75_G579_B	 STR
G78_G582_B	 STR
G76_G98_A	 STR
G179	 STR
G76_G585_B	 STR
G44_G293_A	 STF
G77_G586_B	 STF
G414_G345_A	 STF
G62_G349_A	 STR
G76_G580_B	 STR
========================================================================


G414_G345_A	 STF
G75_G579_B	 STR
G78_G582_B	 STR
G76_G98_A	 STR
G77_G586_B	 STR
G179	 STR
G76_G585_B	 STR
G62_G349_A	 STR
G44_G293_A	 STF
G76_G580_B	 STR
========================================================================


G76_G580_B	 STR
G76_G98_A	 STR
G62_G349_A	 STR
G78_G582_B	 STR
G44_G293_A	 STF
G75_G579_B	 STR
G76_G585_B	 STR
G179	 STR
G77_G586_B	 STR
========================================================================


G179	 STR
G62_G349_A	 STF
G78_G582_B	 STR
G44_G293_A	 STF
G75_G579_B	 STR
G77_G586_B	 STR
G76_G585_B	 STR
========================================================================


G76_G585_B	 STR
G62_G349_A	 STR
G77_G586_B	 STR
G44_G293_A	 STF
G75_G579_B	 STR
G78_G582_B	 STR
========================================================================


G62_G349_A	 STR
G75_G579_B	 STR
G78_G582_B	 STR
G77_G586_B	 STF
========================================================================


G77_G586_B	 STF
G78_G582_B	 STR
G75_G579_B	 STR
========================================================================


G77_G586_B	 STR
G75_G579_B	 STR
========================================================================


G75_G579_B	 STR
========================================================================


